Replicate,NWord,NChar,AveWdLen,Words
30,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
31,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
32,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
33,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
34,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
35,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago."""
36,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
37,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
38,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
39,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
40,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
41,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
42,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
43,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
44,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
45,7,31,3.5714285714," ""Four_score_and_seven_years_ago"""
46,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
47,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
48,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
49,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
50,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
51,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
52,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
53,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
54,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
55,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
56,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
57,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
58,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
59,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
60,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
61,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
62,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
63,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
64,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
65,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
66,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
67,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
68,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
69,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
70,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
71,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
72,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
73,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
74,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago."""
75,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
76,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
77,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
78,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
79,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
80,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
81,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
82,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
83,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
84,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
85,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
86,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
87,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
88,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
89,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
90,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
91,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
92,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
93,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
94,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
95,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
96,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
97,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
98,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
99,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
100,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
101,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
102,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
103,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
104,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
105,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
106,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
107,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
108,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
109,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
110,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
111,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
112,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
113,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
114,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
115,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
116,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
117,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
118,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
119,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
120,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
121,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago."""
122,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago."""
123,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
124,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
125,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
126,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
127,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
128,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
129,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago."""
130,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
131,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
132,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
133,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
134,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
135,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
136,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
137,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
138,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
139,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
140,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
141,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
142,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
143,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
144,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
145,7,31,3.857142857142857," ""Four_score_and_seven_years_ago"""
146,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
147,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
148,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
149,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
150,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
151,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
152,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
153,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
154,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
155,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
156,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
157,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
158,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
159,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
160,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
161,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
162,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
163,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
164,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
165,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
166,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
167,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
168,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
169,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
170,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
171,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
172,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
173,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
174,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
175,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
176,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
177,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
178,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
179,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
180,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
181,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
182,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
183,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
184,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
185,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
186,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
187,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
188,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
189,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
190,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
191,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
192,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
193,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
194,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
195,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
196,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
197,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
198,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
199,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
200,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
201,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
202,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
203,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
204,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
205,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
206,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
207,7,31,3.857142857142857," ""Four_score_and_seven_years_ago"""
208,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
209,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
210,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
211,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
212,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
213,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
214,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
215,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
216,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
217,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
218,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
219,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
220,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
221,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
222,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
223,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
224,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
225,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
226,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
227,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
228,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
229,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
230,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
231,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
232,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
233,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
234,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
235,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
236,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
237,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
238,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
239,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
240,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
241,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
242,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
243,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
244,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
245,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
246,7,30,3.5714285714," ""Four_score_and_seven_years_ago"""
247,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
248,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
249,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
250,7,31,3.57," ""Four_score_and_seven_years_ago"""
251,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
252,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
253,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago."""
254,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
255,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
256,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
257,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
258,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
259,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
260,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
261,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
262,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
263,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
264,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
265,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
266,7,31,3.857142857142857," ""Four_score_and_seven_years_ago"""
267,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
268,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
269,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
270,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
271,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
272,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
273,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
274,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
275,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago."""
276,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
277,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
278,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
279,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
280,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
281,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
282,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
283,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
284,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
285,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
286,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
287,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
288,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
289,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
290,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
291,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
292,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
293,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
294,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
295,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
296,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
297,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
298,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
299,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
300,7,31,3.857142857142857," ""Four_score_and_seven_years_ago"""
301,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
302,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
303,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
304,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
305,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
306,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
307,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
308,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
309,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
310,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
311,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
312,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
313,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
314,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
315,7,31,3.857142857142857," ""Four_score_and_seven_years_ago."""
316,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
317,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
318,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
319,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
320,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
321,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
322,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
323,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
324,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
325,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
326,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
327,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
328,7,30,4.0," ""Four_score_and_seven_years_ago"""
329,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
330,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
331,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
332,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
333,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
334,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
335,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
336,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
337,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
338,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
339,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
340,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
341,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
342,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
343,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
344,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
345,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
346,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
347,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
348,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
349,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
350,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago."""
351,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
352,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
353,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
354,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
355,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
356,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
357,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
358,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
359,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
360,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
361,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
362,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
363,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
364,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
365,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
366,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
367,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
368,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
369,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
370,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
371,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
372,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
373,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
374,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
375,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
376,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
377,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago"""
378,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
379,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
380,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
381,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
382,7,31,4.0," ""Four_score_and_seven_years_ago"""
383,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
384,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
385,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago."""
386,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
387,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
388,7,31,3.857142857142857," ""Four_score_and_seven_years_ago"""
389,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
390,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
391,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
392,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
393,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago."""
394,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
395,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
396,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
397,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
398,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
399,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
400,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
401,7,30,3.7142857142857144," ""Four_score_and_seven_years_ago"""
402,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago"""
403,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
404,7,31,3.7142857142857144," ""Four_score_and_seven_years_ago"""
405,7,30,3.857142857142857," ""Four_score_and_seven_years_ago"""
406,7,30,3.4285714285714284," ""Four_score_and_seven_years_ago."""
407,7,30,3.2857142857142856," ""Four_score_and_seven_years_ago."""
408,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
409,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
410,7,30,3.5714285714285716," ""Four_score_and_seven_years_ago"""
411,7,31,3.5714285714285716," ""Four_score_and_seven_years_ago"""
